,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
435522,1941,2137,5,974854608,M,35,17,94550,Charlotte's Web (1973),Animation|Children's,False
498339,4054,1042,4,965508104,M,35,3,68122,That Thing You Do! (1996),Comedy,False
885511,3192,3616,2,968644295,M,18,4,02912,Loser (2000),Comedy|Romance,False
653181,2810,2123,3,997247946,F,1,10,64093,All Dogs Go to Heaven (1989),Animation|Children's,False
867101,3658,909,5,971900684,F,25,7,07090,"Apartment, The (1960)",Comedy|Drama,False
789930,4506,2459,3,964982347,M,50,16,29464,"Texas Chainsaw Massacre, The (1974)",Horror,False
740896,4793,3044,3,963435507,F,25,6,48108,Dead Again (1991),Mystery|Romance|Thriller,False
54571,5263,2028,5,961190927,M,35,7,40601,Saving Private Ryan (1998),Action|Drama|War,False
599828,3108,832,2,969497095,M,50,6,22039,Ransom (1996),Drama|Thriller,False
770445,2042,252,3,974668817,M,1,10,79358,I.Q. (1994),Comedy|Romance,False
921267,1717,3929,4,974705110,F,50,6,30307,"Bank Dick, The (1940)",Comedy,False
427361,343,1831,4,988597018,F,35,3,55127,Lost in Space (1998),Action|Sci-Fi|Thriller,False
95682,2105,3257,2,984980521,M,25,1,24060,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller,False
841578,5950,1078,2,957182309,M,25,4,19713,Bananas (1971),Comedy|War,False
446008,5185,1276,4,963403293,F,35,4,44485,Cool Hand Luke (1967),Comedy|Drama,False
605843,3624,2840,5,966563574,M,25,12,60068,Stigmata (1999),Thriller,False
309254,149,24,4,989246719,M,25,1,29205,Powder (1995),Drama|Sci-Fi,False
347728,3044,1674,3,970210588,M,35,16,77301,Witness (1985),Drama|Romance|Thriller,False
299081,3836,913,5,965928859,F,50,8,84770,"Maltese Falcon, The (1941)",Film-Noir|Mystery,False
871677,1117,1970,1,975429471,M,18,14,10017,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror,False
258012,1484,1912,4,997906253,M,25,12,07054,Out of Sight (1998),Action|Crime|Romance,False
40524,728,150,3,975514629,M,25,6,11598,Apollo 13 (1995),Drama,False
411206,3558,3253,5,966803816,M,18,17,66044,Wayne's World (1992),Comedy,False
715891,881,833,3,975263547,M,18,14,76401,High School High (1996),Comedy,False
366674,2663,1059,5,973458866,F,25,4,02215,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,False
262386,5387,2289,5,960328598,F,25,1,45056,"Player, The (1992)",Comedy|Drama,False
490114,3112,858,3,976479899,M,18,12,98133,"Godfather, The (1972)",Action|Crime|Drama,False
469895,570,339,4,976000712,M,25,4,33314,While You Were Sleeping (1995),Comedy|Romance,False
979104,4169,613,4,975805291,M,50,0,66048,Jane Eyre (1996),Drama|Romance,False
827669,3476,3681,5,967134264,M,50,0,44126,For a Few Dollars More (1965),Western,False
326690,4556,3717,4,1010609858,M,45,16,55011,Gone in 60 Seconds (2000),Action|Crime,False
581595,4049,2414,3,965498107,M,45,11,33133,Young Sherlock Holmes (1985),Action|Adventure|Mystery,False
309955,3821,3051,3,974758124,M,25,20,44313,Anywhere But Here (1999),Drama,False
318366,4708,32,4,963513901,M,25,0,60647,Twelve Monkeys (1995),Drama|Sci-Fi,False
435151,411,2136,3,978451549,F,45,1,43214,"Nutty Professor, The (1963)",Comedy,False
167073,4748,3451,5,963273061,M,45,16,60302,Guess Who's Coming to Dinner (1967),Comedy|Drama,False
395663,5277,3948,4,985974588,M,25,20,91740,Meet the Parents (2000),Comedy,False
82980,2411,1253,4,974587899,F,35,14,01536,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,False
754633,3837,3361,4,965932832,M,25,17,28804,Bull Durham (1988),Comedy,False
941709,673,1507,3,975619664,M,25,20,10023,Paradise Road (1997),Drama|War,False
173187,5645,2006,5,958930603,M,25,2,87123,"Mask of Zorro, The (1998)",Action|Adventure|Romance,False
354641,5340,2336,5,960702766,F,50,3,95032,Elizabeth (1998),Drama,False
19016,1100,2018,2,974923855,M,25,0,60090,Bambi (1942),Animation|Children's,False
498822,4411,370,2,969332166,M,18,4,92122,Naked Gun 33 1/3: The Final Insult (1994),Comedy,False
372965,1261,3173,2,974820994,M,18,4,40205,Any Given Sunday (1999),Drama,False
898586,937,358,4,995058825,M,25,15,60513,Higher Learning (1995),Drama,False
377050,129,1589,5,977435162,M,25,11,20164,Cop Land (1997),Crime|Drama|Mystery,False
974802,1164,1413,4,977274332,F,25,19,90020,"Whole Wide World, The (1996)",Drama,False
421382,1950,1320,3,974692220,M,25,12,49024,Alien� (1992),Action|Horror|Sci-Fi|Thriller,False
642178,391,1069,4,976297897,M,45,11,22122,"Murder, My Sweet (1944)",Film-Noir|Thriller,False
861321,524,1952,5,976171812,M,18,0,91320,Midnight Cowboy (1969),Drama,False
807385,3963,3022,5,965681663,M,50,20,30030,"General, The (1927)",Comedy,False
163092,4472,920,4,965068737,F,45,16,14424,Gone with the Wind (1939),Drama|Romance|War,False
95052,3887,3256,3,965803772,M,18,4,80513,Patriot Games (1992),Action|Thriller,False
160747,2599,457,5,973794085,M,25,12,53154,"Fugitive, The (1993)",Action|Thriller,False
58475,3882,608,5,965826543,M,56,14,55337,Fargo (1996),Crime|Drama|Thriller,False
984067,2063,2809,2,974666524,M,25,4,43138,Love Stinks (1999),Comedy,False
629038,1340,1779,1,974775646,M,25,7,14302,Sphere (1998),Adventure|Sci-Fi|Thriller,False
423370,1285,2054,3,975459007,M,35,4,98125,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,False
984278,3072,2151,3,969939595,M,50,1,55126,"Gods Must Be Crazy II, The (1989)",Comedy,False
751802,2731,3770,3,973244385,M,35,7,11050,Dreamscape (1984),Adventure|Crime|Sci-Fi|Thriller,False
182137,5837,1247,4,957846004,M,25,7,60607,"Graduate, The (1967)",Drama|Romance,False
566307,1496,788,3,974755138,M,25,17,94108,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,False
733087,1530,1267,5,974751753,M,25,4,53711,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,False
106392,2854,1945,4,972528039,F,18,4,64151,On the Waterfront (1954),Crime|Drama,False
768378,1303,2146,1,974841123,M,25,19,94111,St. Elmo's Fire (1985),Drama|Romance,False
630395,1551,247,4,1013200942,M,25,11,20008,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,False
708975,608,145,3,975866357,M,18,4,18011,Bad Boys (1995),Action,False
683496,3182,1739,1,968782196,M,25,12,12866,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children's,False
441777,1980,1918,2,974686107,M,35,7,06460,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama,False
762286,4902,1920,2,962685711,M,35,14,84057,Small Soldiers (1998),Animation|Children's|Fantasy|War,False
289676,2097,1729,4,974737241,M,18,5,48504,Jackie Brown (1997),Crime|Drama,False
954894,1069,3125,5,974944316,M,25,20,98105,"End of the Affair, The (1999)",Drama,False
830492,5615,1231,4,959307449,M,35,7,07028,"Right Stuff, The (1983)",Drama,False
480341,971,1019,4,975111976,M,25,12,43615,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,False
157762,3827,380,4,966130894,M,50,2,87020,True Lies (1994),Action|Adventure|Comedy|Romance,False
414694,4183,3623,2,965332784,M,25,1,91730,Mission: Impossible 2 (2000),Action|Thriller,False
733903,1540,1199,4,974757639,M,45,0,97214,Brazil (1985),Sci-Fi,False
750947,36,1227,3,978211286,M,25,3,94123,Once Upon a Time in America (1984),Crime|Drama|Thriller,False
682487,5627,3698,3,959045555,M,25,0,07040,"Running Man, The (1987)",Action|Adventure|Sci-Fi,False
182394,1119,3421,5,974913457,M,35,1,90504,Animal House (1978),Comedy,False
225275,3679,1240,4,966360174,M,25,4,68108,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
460049,5490,329,3,959816112,M,45,17,80907,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,False
543995,5543,2393,4,959510128,M,25,17,97401,Star Trek: Insurrection (1998),Action|Sci-Fi,False
405702,5607,3178,5,959715728,M,18,4,11209,"Hurricane, The (1999)",Drama,False
725290,1778,65,2,976178533,M,18,4,94704,Bio-Dome (1996),Comedy,False
332864,2824,1569,5,1005967174,M,18,4,02111,My Best Friend's Wedding (1997),Comedy|Romance,False
690312,712,1407,5,976140584,M,25,0,95136,Scream (1996),Horror|Thriller,False
905,3304,1193,5,968006527,F,45,5,92649,One Flew Over the Cuckoo's Nest (1975),Drama,False
850405,4303,2540,3,965268564,M,25,2,91910,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,False
694777,5265,2160,5,961221054,M,45,1,97405,Rosemary's Baby (1968),Horror|Thriller,False
143355,1908,1917,5,974872663,M,56,13,95129,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller,False
439237,4535,2640,3,964722166,M,18,19,17517,Superman (1978),Action|Adventure|Sci-Fi,False
241834,2684,296,4,992525556,F,18,0,19143,Pulp Fiction (1994),Crime|Drama,False
512312,4006,1200,3,965551884,M,1,7,48038,Aliens (1986),Action|Sci-Fi|Thriller|War,False
801973,1053,1785,4,974954376,M,35,0,18360,King of New York (1990),Action|Crime,False
56665,5424,3114,4,968471730,F,35,2,80012,Toy Story 2 (1999),Animation|Children's|Comedy,False
895043,3163,177,4,969048794,M,18,15,95616,Lord of Illusions (1995),Horror,False
291690,5026,2890,2,962578908,M,25,17,92584,Three Kings (1999),Drama|War,False
151996,533,1124,2,976208898,M,25,12,27514,On Golden Pond (1981),Drama,False
678649,1643,2019,5,974714949,M,45,2,90813,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama,False
630588,4194,247,3,965323984,M,18,4,60637,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,False
739795,2859,11,4,974417818,M,18,1,95814,"American President, The (1995)",Comedy|Drama|Romance,False
51886,3729,1207,5,966215818,M,18,4,20037,To Kill a Mockingbird (1962),Drama,False
293090,1001,2029,2,976297591,M,25,4,90210,Billy's Hollywood Screen Kiss (1997),Comedy|Romance,False
414051,1333,3623,2,974777966,M,25,17,06460,Mission: Impossible 2 (2000),Action|Thriller,False
656472,2724,2573,3,973271309,F,45,2,27514,Tango (1998),Drama,False
92403,4281,1293,4,965281934,M,56,13,92120,Gandhi (1982),Drama,False
848516,5103,1616,4,962411260,F,35,16,78222,"Peacemaker, The (1997)",Action|Thriller|War,False
227603,5006,2987,4,962585541,M,35,3,48827,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
117350,1655,480,4,974739934,M,18,4,94507,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
151591,3648,235,2,977184114,M,18,4,85210,Ed Wood (1994),Comedy|Drama,False
549941,1837,2109,4,974918116,M,25,2,08817,"Jerk, The (1979)",Comedy,False
150618,481,1955,3,976248824,M,45,7,55115,Kramer Vs. Kramer (1979),Drama,False
93453,796,3255,2,976289402,M,50,6,98237,"League of Their Own, A (1992)",Comedy|Drama,False
467599,4878,1294,2,962764744,M,50,4,94070,M*A*S*H (1970),Comedy|War,False
451576,3766,317,4,966081334,F,18,1,45458,"Santa Clause, The (1994)",Children's|Comedy|Fantasy,False
263757,2752,1127,2,973196127,M,25,15,77006,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,False
323730,1699,714,5,980126491,F,25,19,98102,Dead Man (1995),Western,False
88716,3233,1259,4,980652456,M,50,2,60660,Stand by Me (1986),Adventure|Comedy|Drama,False
359914,3821,1476,3,975778654,M,25,20,44313,Private Parts (1997),Comedy|Drama,False
575302,5432,1303,4,960059675,M,56,13,01742,"Man Who Would Be King, The (1975)",Adventure,False
604884,2205,1396,2,974604914,F,25,7,10016,Sneakers (1992),Crime|Drama|Sci-Fi,False
788642,5011,3686,5,962593098,M,18,4,64154,Flatliners (1990),Thriller,False
367866,2222,1701,4,974858782,F,45,1,13088,Deconstructing Harry (1997),Comedy|Drama,False
174095,2355,318,3,974399390,F,45,9,13203,"Shawshank Redemption, The (1994)",Drama,False
577677,583,2641,3,993161558,F,25,0,48067,Superman II (1980),Action|Adventure|Sci-Fi,False
531994,5359,1073,2,975946544,M,18,16,27705,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,False
228037,1272,2333,4,974817789,M,18,20,49506,Gods and Monsters (1998),Drama,False
656345,4139,2718,3,965349194,M,56,14,40207,Drop Dead Gorgeous (1999),Comedy,False
691020,5414,1407,4,960236947,M,1,10,07652,Scream (1996),Horror|Thriller,False
605734,2076,2840,1,974659833,M,18,4,13165,Stigmata (1999),Thriller,False
912654,2909,3316,5,971971636,M,25,7,43228,Reindeer Games (2000),Action|Thriller,False
214522,2302,1214,5,974494612,M,50,12,48104,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
379290,577,2600,2,975979784,M,35,0,02115,eXistenZ (1999),Action|Sci-Fi|Thriller,False
823239,4116,3203,4,968554869,M,35,7,07040,Dead Calm (1989),Thriller,False
194143,1010,653,2,975218863,M,25,0,10310,Dragonheart (1996),Action|Adventure|Fantasy,False
33505,752,2294,2,975610754,F,25,3,97401,Antz (1998),Animation|Children's,False
954102,1415,2866,3,993496985,M,45,14,22901,"Buddy Holly Story, The (1978)",Drama,False
751664,42,3770,4,978039619,M,25,8,24502,Dreamscape (1984),Adventure|Crime|Sci-Fi|Thriller,False
548934,1343,1234,5,975803097,M,35,14,91324,"Sting, The (1973)",Comedy|Crime,False
245635,3842,728,3,965916158,F,35,16,92054,Cold Comfort Farm (1995),Comedy,False
749950,5539,1212,5,968385274,F,25,20,91403,"Third Man, The (1949)",Mystery|Thriller,False
240131,2020,2700,4,974673166,M,25,7,45011,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy,False
399300,1988,1343,3,974857812,F,25,1,85224,Cape Fear (1991),Thriller,False
918343,3430,1938,3,967340262,F,45,1,15208,"Lost Weekend, The (1945)",Drama,False
904452,2199,2310,4,974606899,M,1,10,60613,"Mighty, The (1998)",Drama,False
596200,5306,160,2,961014663,F,25,17,92121,Congo (1995),Action|Adventure|Mystery|Sci-Fi,False
803167,475,2944,5,976220484,F,25,2,55421,"Dirty Dozen, The (1967)",Action|War,False
917068,5806,3330,2,957986583,F,50,1,08826,Splendor in the Grass (1961),Drama,False
80096,777,2126,3,975442196,M,18,19,87543,Snake Eyes (1998),Action|Crime|Mystery|Thriller,False
507007,3182,62,5,968780451,M,25,12,12866,Mr. Holland's Opus (1995),Drama,False
956728,1140,2654,4,974879506,F,45,2,73069,"Wolf Man, The (1941)",Horror,False
167435,3490,3095,5,967049974,M,25,0,74136,"Grapes of Wrath, The (1940)",Drama,False
610104,3819,1702,3,965948934,M,25,12,36115,Flubber (1997),Children's|Comedy|Fantasy,False
914575,639,2079,4,975802108,M,45,17,85202,Kidnapped (1960),Children's|Drama,False
707982,5595,3053,3,975534756,M,25,20,90027,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,False
563347,5889,3396,5,961533708,M,50,20,06033,"Muppet Movie, The (1979)",Children's|Comedy,False
587595,2223,2572,3,974602329,M,25,2,60123,10 Things I Hate About You (1999),Comedy|Romance,False
260783,5840,2716,4,957829159,F,1,0,44260,Ghostbusters (1984),Comedy|Horror,False
965671,3690,3055,2,966311038,M,18,0,63116,Felicia's Journey (1999),Thriller,False
206745,524,2617,1,976171773,M,18,0,91320,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,False
628507,5317,1185,4,960907056,F,25,0,02138,My Left Foot (1989),Drama,False
584731,543,1587,4,976157764,M,25,5,55057,Conan the Barbarian (1982),Action|Adventure,False
251120,2761,50,5,973146664,M,35,6,80917,"Usual Suspects, The (1995)",Crime|Thriller,False
414820,4621,3623,2,964118256,M,25,4,94305,Mission: Impossible 2 (2000),Action|Thriller,False
283364,2060,1500,3,974680699,M,1,1,48304,Grosse Pointe Blank (1997),Comedy|Crime,False
338474,2023,1947,4,1006291683,M,18,4,56001,West Side Story (1961),Musical|Romance,False
719548,839,786,3,975360252,M,25,0,98103,Eraser (1996),Action|Thriller,False
567062,214,2335,1,976901454,M,18,20,80218,"Waterboy, The (1998)",Comedy,False
812118,1922,1235,4,975162386,F,25,7,94303,Harold and Maude (1971),Comedy,False
179442,4484,356,4,965018873,F,25,17,94613,Forrest Gump (1994),Comedy|Romance|War,False
94693,1726,3256,4,974710699,M,25,2,60160,Patriot Games (1992),Action|Thriller,False
98008,4489,110,5,971397648,M,18,4,78613,Braveheart (1995),Action|Drama|War,False
177732,5397,1244,5,1039639305,M,18,0,60451,Manhattan (1979),Comedy|Drama|Romance,False
19636,1069,3105,1,974943593,M,25,20,98105,Awakenings (1990),Drama,False
210113,3336,2115,2,968043606,M,35,17,93436,Indiana Jones and the Temple of Doom (1984),Action|Adventure,False
548865,957,1234,5,977201868,M,35,1,29706,"Sting, The (1973)",Comedy|Crime,False
917816,1667,3529,3,975016479,M,50,16,98516,"Postman Always Rings Twice, The (1981)",Crime|Thriller,False
151760,4771,235,4,963115164,F,25,4,04101,Ed Wood (1994),Comedy|Drama,False
928071,5107,2357,4,962337885,F,45,0,08081,Central Station (Central do Brasil) (1998),Drama,False
476891,6035,1376,4,956711390,F,25,1,78734,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,False
845073,1224,2155,2,974909292,M,50,13,02125,"Slums of Beverly Hills, The (1998)",Comedy,False
995023,2962,2201,3,977168859,M,35,3,94109,"Paradine Case, The (1947)",Drama,False
650886,2529,2116,5,974062462,F,35,9,95903,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi,False
627225,53,3932,5,977975993,M,25,0,96931,"Invisible Man, The (1933)",Horror|Sci-Fi,False
264726,278,3016,4,976586488,M,45,18,60482,Creepshow (1982),Horror,False
586111,1701,3354,2,979178480,F,25,4,97233,Mission to Mars (2000),Sci-Fi,False
814251,970,1680,3,975112027,M,25,0,27615,Sliding Doors (1998),Drama|Romance,False
570002,3213,2883,1,968518282,F,25,1,83705,Mumford (1999),Comedy,False
414896,5053,3623,2,987835154,M,25,4,84111,Mission: Impossible 2 (2000),Action|Thriller,False
988700,721,1598,3,975775819,F,35,9,97520,Desperate Measures (1998),Crime|Drama|Thriller,False
5549,4788,2355,4,962998665,M,35,7,85331,"Bug's Life, A (1998)",Animation|Children's|Comedy,False
94132,4352,3255,2,965192266,M,18,4,11010,"League of Their Own, A (1992)",Comedy|Drama,False
752360,2872,2973,4,972416905,M,25,20,94014,Crimes and Misdemeanors (1989),Comedy,False
802377,118,3062,4,977500951,M,35,17,22315,"Longest Day, The (1962)",Action|Drama|War,False
909010,2015,3350,1,974851133,M,18,4,01003,"Raisin in the Sun, A (1961)",Drama,False
929477,309,502,3,976482823,M,25,4,16801,"Next Karate Kid, The (1994)",Action|Children's,False
453140,1699,1282,5,974710346,F,25,19,98102,Fantasia (1940),Animation|Children's|Musical,False
791794,4882,2463,3,962755704,M,45,11,03301,Ruthless People (1986),Comedy,False
725708,1676,3243,3,974800074,M,18,4,91301,Encino Man (1992),Comedy,False
204834,4482,1304,5,965096148,F,35,1,94044,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,False
937151,5599,294,2,959214306,M,35,7,90020,"Perez Family, The (1995)",Comedy|Romance,False
125043,2491,2353,4,974139092,M,35,7,22904,Enemy of the State (1998),Action|Thriller,False
974242,927,2587,4,975195366,F,25,20,91105,Life (1999),Comedy,False
161332,4322,457,4,965251469,F,50,6,75605,"Fugitive, The (1993)",Action|Thriller,False
520546,315,2948,5,976465945,F,56,1,55105,From Russia with Love (1963),Action,False
820755,3118,1299,4,969402594,M,25,0,77025,"Killing Fields, The (1984)",Drama|War,False
384020,3072,345,4,969942790,M,50,1,55126,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,False
346545,1465,1380,4,974766091,M,50,16,93003,Grease (1978),Comedy|Musical|Romance,False
831902,4227,837,1,965409993,M,25,19,11414-2520,Matilda (1996),Children's|Comedy,False
770241,5543,1285,5,959557089,M,25,17,97401,Heathers (1989),Comedy,False
816017,3367,3504,5,970080567,M,50,16,10025,Network (1976),Comedy|Drama,False
243330,308,1617,4,995833669,M,25,2,10025,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,False
717665,2533,2249,3,974055407,F,25,3,49423,My Blue Heaven (1990),Comedy,False
263544,1920,1127,5,974696282,F,35,7,80122,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,False
202966,658,3552,4,975692789,F,25,0,10021,Caddyshack (1980),Comedy,False
590929,1920,1982,3,975128661,F,35,7,80122,Halloween (1978),Horror,False
